Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-fhir.example.json	9759	-	0	0	1	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	214	178	0	0	0	0	0	0
fsh-generated/resources/Appointment-d6c523ec-b520-4221-a8d6-c1c58911ce7a.json	947	17	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	32	48	0	0	0	0	0	0
fsh-generated/resources/AppointmentResponse-PatientAppointmentResponseExample.json	654	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	31	15	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-hn-appointment-flag-code-cs.json	1132	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2058	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Hn-AppointmentTypeProposed-New-Codes-cs.json	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	109	0	0	0	0	0	0
fsh-generated/resources/Patient-e70f0ba2-44d8-4f14-9c3a-ff4c6ead7473.json	209	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	15	16	0	0	1	0	0	0
fsh-generated/resources/StructureDefinition-hn-basis-appointment.json	12268	571	0	0	0	0	0	4274	0	2803	0	0	0	0	0	0	0	0	0	0	864	2781	0	0	0	16	0	0
fsh-generated/resources/StructureDefinition-hn-basis-AppointmentResponse.json	6350	381	0	0	0	0	0	2786	0	2125	0	0	0	0	0	0	0	0	0	0	654	1441	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hn-basis-changeConferenceType.json	1763	94	1	0	0	0	0	220	0	204	0	0	0	0	0	0	0	0	0	0	47	214	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hn-basis-consultationType.json	2037	157	0	0	0	0	0	442	0	434	0	0	0	0	0	0	0	0	0	0	94	372	0	0	0	16	0	0
fsh-generated/resources/StructureDefinition-hn-basis-Flag.json	3306	199	0	0	0	0	0	1250	0	1228	0	0	0	0	0	0	0	0	0	0	371	816	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hn-basis-flagStatusPeriod.json	1568	79	0	0	0	0	0	214	0	204	0	0	0	0	0	0	0	0	0	0	47	220	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hn-basis-postponementreason.json	1930	78	0	0	0	0	0	220	0	205	0	0	0	0	0	0	0	0	0	0	47	291	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hn-basis-Recurring.json	1644	78	0	0	0	0	0	214	0	214	0	0	0	0	0	0	0	0	0	0	47	219	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hn-basis-scedule.json	3553	189	0	0	0	0	0	1062	0	1030	0	0	0	0	0	0	0	0	0	0	308	677	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hn-basis-slot.json	3131	167	0	0	0	0	0	1181	0	1173	0	0	0	0	0	0	0	0	0	0	324	694	0	0	0	15	0	0
fsh-generated/resources/StructureDefinition-no-basis-Appointment.json	5059	181	1	0	0	0	0	0	0	1465	0	0	0	0	0	0	0	0	0	0	423	870	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-no-basis-AppointmentResponse.json	3037	85	0	0	0	0	0	0	0	622	0	0	0	0	0	0	0	0	0	0	189	428	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-no-basis-group.json	1432	94	0	0	0	0	0	220	0	204	0	0	0	0	0	0	0	0	0	0	48	175	0	0	0	16	0	0
fsh-generated/resources/StructureDefinition-no-basis-partof.json	2228	79	0	0	0	0	0	205	0	214	0	0	0	0	0	0	0	0	0	0	47	165	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-no-basis-shortnotice.json	1674	79	0	0	0	0	0	219	0	204	0	0	0	0	0	0	0	0	0	0	49	188	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-no-basis-virtual-service.json	6058	479	1	0	0	0	0	1214	0	1188	0	0	0	0	0	0	0	0	0	0	218	472	0	0	0	0	0	0
fsh-generated/resources/ValueSet-hn-appointment-AppointmentType-code-vs.json	846	2	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	15	4497	0	0	1	0	0	0
fsh-generated/resources/ValueSet-hn-appointment-flag-code-vs.json	461	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	81	0	0	0	0	0	0
fsh-generated/resources/ValueSet-hn-appointment-ServiceCategory-code-vs.json	899	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	44	0	0	0	0	0	0
fsh-generated/resources/ValueSet-no-basis-virtual-service-type-vs.json	563	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16	56	0	0	0	0	0	0
